alpha,t,c_out,mu,nu,xi,Q,p_end,k_alpha,s,f_A,f_B,drop
0.0,-0.0,26.73939166973794,0.00013971636167079397,0.00022447489824813655,8.475853657734258e-05,3.204361439,0.7075548866503637,1.0885967827618037,0.7,8.0,2.0,2
0.001,0.0009190733882615692,26.79793854318257,0.00013922338244986285,0.00022365987521318022,8.443649276331736e-05,3.2070695863916607,0.7075548866503637,1.0885967827618037,0.7,8.0,2.0,2
0.002,0.0018390672307462975,26.85657552979051,0.00013873108994048766,0.00022284611215863333,8.411502221814568e-05,3.209784011752197,0.7075548866503637,1.0885967827618037,0.7,8.0,2.0,2
0.003,0.0027599833729768995,26.915302841372537,0.00013823948527520347,0.00022203361061681347,8.379412534161e-05,3.2125047397907287,0.7075548866503637,1.0885967827618037,0.7,8.0,2.0,2
0.004,0.0036818236660321074,26.974120690430347,0.00013774856958762133,0.00022122237212095,8.347380253332867e-05,3.2152317953553307,0.7075548866503637,1.0885967827618037,0.7,8.0,2.0,2
0.005,0.0046045899665689925,27.033029290159078,0.00013725834401242726,0.0002204123982051816,8.315405419275434e-05,3.217965203434027,0.7075548866503637,1.0885967827618037,0.7,8.0,2.0,2
0.006,0.0055282841368454036,27.092028854450504,0.00013676880968537493,0.00021960369040454272,8.283488071916779e-05,3.220704989155841,0.7075548866503637,1.0885967827618037,0.7,8.0,2.0,2
0.007,0.006452908044742518,27.151119597895832,0.0001362799677432829,0.00021879625025495757,8.251628251167468e-05,3.223451177791823,0.7075548866503637,1.0885967827618037,0.7,8.0,2.0,2
0.008,0.007378463563787501,27.21030173578872,0.00013579181932402886,0.00021799007929322955,8.21982599692007e-05,3.226203794756107,0.7075548866503637,1.0885967827618037,0.7,8.0,2.0,2
0.009000000000000001,0.008304952573176289,27.269575484128328,0.00013530436556654445,0.0002171851790570308,8.188081349048634e-05,3.228962865606984,0.7075548866503637,1.0885967827618037,0.7,8.0,2.0,2
0.01,0.009232376957796475,27.328941059621897,0.00013481760761081398,0.0002163815510848996,8.156394347408563e-05,3.231728416047926,0.7075548866503637,1.0885967827618037,0.7,8.0,2.0,2
0.011,0.010160738608250322,27.388398679688233,0.00013433154659786545,0.00021557919691622367,8.124765031835822e-05,3.234500471928711,0.7075548866503637,1.0885967827618037,0.7,8.0,2.0,2
0.012,0.011090039420877891,27.447948562460482,0.00013384618366976738,0.00021477811809123354,8.093193442146616e-05,3.2372790592465,0.7075548866503637,1.0885967827618037,0.7,8.0,2.0,2
0.013000000000000001,0.01202028129778027,27.507590926789096,0.0001333615199696249,0.00021397831615099547,8.061679618137058e-05,3.240064204146914,0.7075548866503637,1.0885967827618037,0.7,8.0,2.0,2
