alpha,t,c_out,mu,nu,xi,Q,p_end,k_alpha,s,f_A,f_B
0.07200000000000001,0.0902458287390538,45.81849285652967,3.503548972064199e-05,5.4583094585296195e-05,1.9547604864654207e-05,3.481496071743888,0.665,0.828,0.7,8.0,2.0
0.073,0.09154796306314233,45.904894011586144,3.480087203728394e-05,5.421231278344466e-05,1.941144074616072e-05,3.4858524079656656,0.665,0.828,0.7,8.0,2.0
0.074,0.09285150282120486,45.991437172571096,3.456706253946422e-05,5.384285918336147e-05,1.9275796643897253e-05,3.4902246420492324,0.665,0.828,0.7,8.0,2.0
0.075,0.09415645105037658,46.078122700678556,3.4334061655334416e-05,5.3474734115345536e-05,1.914067246001112e-05,3.49461287556618,0.665,0.828,0.7,8.0,2.0
0.076,0.09546281079764837,46.16495095838,3.410186980890471e-05,5.3107937902822327e-05,1.9006068093917617e-05,3.4990172110272946,0.665,0.828,0.7,8.0,2.0
0.077,0.09677058511990926,46.2519223094305,3.387048742000505e-05,5.2742470862285995e-05,1.8871983442280942e-05,3.5034377518939674,0.665,0.828,0.7,8.0,2.0
0.078,0.09807977708398935,46.3390371188748,3.363991490424616e-05,5.237833330324117e-05,1.873841839899501e-05,3.5078746025897862,0.665,0.828,0.7,8.0,2.0
0.079,0.09939038976670309,46.426295753052806,3.3410152672981943e-05,5.201552552814713e-05,1.860537285516519e-05,3.5123278685122563,0.665,0.828,0.7,8.0,2.0
0.08,0.10070242625489254,46.513698579606015,3.318120113326931e-05,5.165404783235768e-05,1.8472846699088373e-05,3.5167976560447594,0.665,0.828,0.7,8.0,2.0
0.081,0.10201588964547098,46.60124596748296,3.29530606878303e-05,5.12939005040651e-05,1.83408398162348e-05,3.5212840725686156,0.665,0.828,0.7,8.0,2.0
0.082,0.10333078304546685,46.6889382869452,3.272573173501265e-05,5.0935083824241195e-05,1.8209352089228542e-05,3.5257872264753924,0.665,0.828,0.7,8.0,2.0
0.083,0.10464710957206784,46.77677590957404,3.249921466874785e-05,5.057759806657486e-05,1.8078383397827014e-05,3.530307227179416,0.665,0.828,0.7,8.0,2.0
0.084,0.10596487235266516,46.864759208275686,3.2273509878513835e-05,5.0221443497416755e-05,1.794793361890292e-05,3.534844185130378,0.665,0.828,0.7,8.0,2.0
0.085,0.1072840745248982,46.9528885572883,3.204861774929146e-05,4.9866620375714294e-05,1.7818002626422833e-05,3.539398211826278,0.665,0.828,0.7,8.0,2.0
0.08600000000000001,0.10860471923669929,47.04116433218693,3.182453866152755e-05,4.9513128952957076e-05,1.7688590291429524e-05,3.5439694198263805,0.665,0.828,0.7,8.0,2.0
0.08700000000000001,0.10992680964633883,47.129586909794384,3.160127299135938e-05,4.916096947353494e-05,1.755969648217556e-05,3.5485579227579875,0.665,0.828,0.7,8.0,2.0
0.088,0.11125034892247057,47.21815666856328,3.1378821109523186e-05,4.8810142173018735e-05,1.743132106349555e-05,3.5531638353555812,0.665,0.828,0.7,8.0,2.0
0.089,0.11257534024417719,47.306873988031036,3.1157183382854976e-05,4.846064728053366e-05,1.7303463897678687e-05,3.557787273436836,0.665,0.828,0.7,8.0,2.0
0.09,0.11390178680101606,47.395739249184984,3.09363601732431e-05,4.811248501710937e-05,1.717612484386627e-05,3.5624283539410264,0.665,0.828,0.7,8.0,2.0
0.091,0.11522969179306544,47.48475283438155,3.071635183783019e-05,4.776565559600284e-05,1.7049303758172653e-05,3.567087194937189,0.665,0.828,0.7,8.0,2.0
0.092,0.1165590584309707,47.573915127352095,3.049715872897218e-05,4.742015922263776e-05,1.6923000493665578e-05,3.571763915638397,0.665,0.828,0.7,8.0,2.0
0.093,0.11788988993599084,47.66322651320946,3.027878119419449e-05,4.707599609453925e-05,1.6797214900344758e-05,3.5764586364163553,0.665,0.828,0.7,8.0,2.0
0.094,0.11922218954004553,47.752687378454155,3.0061219576149583e-05,4.673316640127114e-05,1.6671946825121558e-05,3.581171478816148,0.665,0.828,0.7,8.0,2.0
0.095,0.12055596048576196,47.8422981109809,2.9844474212573005e-05,4.6391670324370674e-05,1.654719611179767e-05,3.585902565571258,0.665,0.828,0.7,8.0,2.0
0.096,0.12189120602652238,47.9320591000855,2.962854543623829e-05,4.6051508037281437e-05,1.6422962601043146e-05,3.59065202061887,0.665,0.828,0.7,8.0,2.0
0.097,0.12322792942651162,48.02197073647122,2.9413433574913112e-05,4.5712679705288566e-05,1.6299246130375454e-05,3.595419969115335,0.665,0.828,0.7,8.0,2.0
0.098,0.12456613396076495,48.112033412254625,2.9199138951316486e-05,4.53751854854553e-05,1.6176046534138815e-05,3.6002065374518843,0.665,0.828,0.7,8.0,2.0
0.099,0.12590582291521632,48.20224752097307,2.8985661883071498e-05,4.503902552655292e-05,1.605336364348142e-05,3.6050118532706654,0.665,0.828,0.7,8.0,2.0
0.1,0.12724699958674673,48.2926134575911,2.8773002682660362e-05,4.4704199968994005e-05,1.5931197286333643e-05,3.609836045481009,0.665,0.828,0.7,8.0,2.0
0.101,0.12858966728323282,48.383131618506724,2.8561161657379946e-05,4.437070894476686e-05,1.5809547287386915e-05,3.614679244275894,0.665,0.828,0.7,8.0,2.0
0.10200000000000001,0.12993382932359593,48.47380240155872,2.8350139109294292e-05,4.403855257736495e-05,1.5688413468070657e-05,3.6195415811487686,0.665,0.828,0.7,8.0,2.0
0.10300000000000001,0.13127948903785136,48.56462620603292,2.8139935335188946e-05,4.370773098171945e-05,1.5567795646530504e-05,3.6244231889105953,0.665,0.828,0.7,8.0,2.0
0.10400000000000001,0.13262664976715768,48.655603432669075,2.7930550626524487e-05,4.337824426413052e-05,1.5447693637606032e-05,3.629324201707157,0.665,0.828,0.7,8.0,2.0
0.105,0.13397531486386674,48.74673448366803,2.772198526938827e-05,4.3050092522195664e-05,1.5328107252807394e-05,3.6342447550367214,0.665,0.828,0.7,8.0,2.0
0.106,0.13532548769157354,48.83801976269851,2.7514239544447207e-05,4.272327584474009e-05,1.5209036300292887e-05,3.6391849857679133,0.665,0.828,0.7,8.0,2.0
0.107,0.13667717162516665,48.92945967490341,2.7307313726901413e-05,4.2397794311748226e-05,1.5090480584846813e-05,3.6441450321578874,0.665,0.828,0.7,8.0,2.0
0.108,0.13803037005087881,49.02105462690722,2.710120808643493e-05,4.2073647994290755e-05,1.4972439907855824e-05,3.6491250338708343,0.665,0.828,0.7,8.0,2.0
0.109,0.13938508636633784,49.11280502682317,2.6895922887166457e-05,4.175083695445184e-05,1.4854914067285384e-05,3.6541251319968064,0.665,0.828,0.7,8.0,2.0
0.11,0.14074132398061778,49.20471128426027,2.6691458387600608e-05,4.142936124525699e-05,1.4737902857656379e-05,3.6591454690708267,0.665,0.828,0.7,8.0,2.0
0.111,0.1420990863142904,49.296773810329874,2.6487814840579765e-05,4.110922091060214e-05,1.4621406070022372e-05,3.664186189092274,0.665,0.828,0.7,8.0,2.0
0.112,0.14345837679947704,49.38899301765303,2.628499249323354e-05,4.0790415985178955e-05,1.4505423491945414e-05,3.669247437544659,0.665,0.828,0.7,8.0,2.0
0.113,0.14481919887990044,49.481369320367946,2.6082991586928204e-05,4.047294649440007e-05,1.4389954907471865e-05,3.674329361415722,0.665,0.828,0.7,8.0,2.0
0.114,0.14618155601093732,49.57390313413695,2.5881812357216477e-05,4.015681245432508e-05,1.4275000097108605e-05,3.6794321092178364,0.665,0.828,0.7,8.0,2.0
0.115,0.14754545165967095,49.666594876153184,2.568145503378802e-05,3.984201387158754e-05,1.4160558837799522e-05,3.6845558310087387,0.665,0.828,0.7,8.0,2.0
0.116,0.14891088930494398,49.759444965148965,2.5481919840415637e-05,3.952855074331542e-05,1.4046630902899782e-05,3.6897006784127027,0.665,0.828,0.7,8.0,2.0
0.117,0.1502778724374119,49.852453821402584,2.528320699490473e-05,3.921642305705664e-05,1.3933216062151914e-05,3.6948668046419804,0.665,0.828,0.7,8.0,2.0
0.11800000000000001,0.15164640455959633,49.94562186674486,2.5085316709043056e-05,3.890563079070521e-05,1.3820314081662157e-05,3.700054364518581,0.665,0.828,0.7,8.0,2.0
0.11900000000000001,0.15301648918593908,50.03894952456844,2.4888249188543914e-05,3.8596173912416966e-05,1.3707924723873053e-05,3.705263514496609,0.665,0.828,0.7,8.0,2.0
0.12,0.15438812984285616,50.13243721983325,2.4692004632997863e-05,3.828805238053901e-05,1.3596047747541147e-05,3.710494412684694,0.665,0.828,0.7,8.0,2.0
0.121,0.15576133006879236,50.226085379075144,2.4496583235816665e-05,3.7981266143526706e-05,1.3484682907710041e-05,3.715747218869071,0.665,0.828,0.7,8.0,2.0
0.122,0.15713609341427584,50.319894430412816,2.430198518418106e-05,3.7675815139867004e-05,1.3373829955685943e-05,3.7210220945368753,0.665,0.828,0.7,8.0,2.0
0.123,0.15851242344197347,50.413864803556336,2.4108210658984363e-05,3.7371699297995085e-05,1.3263488639010722e-05,3.726319202900008,0.665,0.828,0.7,8.0,2.0
0.124,0.15989032372674591,50.50799692981392,2.3915259834779985e-05,3.7068918536217395e-05,1.315365870143741e-05,3.731638708919228,0.665,0.828,0.7,8.0,2.0
0.125,0.16126979785570367,50.60229124209919,2.372313287972719e-05,3.676747276263179e-05,1.3044339882904603e-05,3.7369807793287486,0.665,0.828,0.7,8.0,2.0
0.126,0.1626508494282628,50.69674817494057,2.3531829955531966e-05,3.6467361875040196e-05,1.293553191950823e-05,3.7423455826613843,0.665,0.828,0.7,8.0,2.0
0.127,0.16403348205620152,50.79136816448717,2.334135121739554e-05,3.616858576087332e-05,1.2827234543477784e-05,3.7477332892738646,0.665,0.828,0.7,8.0,2.0
0.128,0.1654176993637167,50.88615164851785,2.315169681395491e-05,3.5871144297102834e-05,1.2719447483147923e-05,3.7531440713728768,0.665,0.828,0.7,8.0,2.0
0.129,0.166803504987481,50.981099066448174,2.2962866887228544e-05,3.557503735016177e-05,1.2612170462933229e-05,3.7585781030413363,0.665,0.828,0.7,8.0,2.0
0.13,0.16819090257670008,51.07621085933971,2.2774861572555842e-05,3.5280264775855254e-05,1.2505403203299412e-05,3.7640355602653446,0.665,0.828,0.7,8.0,2.0
0.131,0.16957989579317032,51.17148746990572,2.2587680998544552e-05,3.498682641928364e-05,1.2399145420739088e-05,3.769516620961336,0.665,0.828,0.7,8.0,2.0
0.132,0.17097048831133682,51.26692934252168,2.2401325287007248e-05,3.469472211474866e-05,1.2293396827741415e-05,3.7750214650040586,0.665,0.828,0.7,8.0,2.0
0.133,0.1723626838183517,51.362536923231396,2.2215794552906914e-05,3.440395168567397e-05,1.2188157132767053e-05,3.7805502742547232,0.665,0.828,0.7,8.0,2.0
0.134,0.17375648601413274,51.45831065975605,2.203108890429602e-05,3.411451494451534e-05,1.2083426040219318e-05,3.7861032325898787,0.665,0.828,0.7,8.0,2.0
0.135,0.1751518986114224,51.554251001501946,2.1847208442257737e-05,3.382641169267448e-05,1.1979203250416746e-05,3.7916805259307176,0.665,0.828,0.7,8.0,2.0
0.136,0.17654892533584718,51.65035839956927,2.1664153260845073e-05,3.353964172040969e-05,1.187548845956462e-05,3.7972823422729234,0.665,0.828,0.7,8.0,2.0
0.137,0.1779475699259772,51.74663330675903,2.148192344702297e-05,3.3254204806750996e-05,1.1772281359728025e-05,3.8029088717170043,0.665,0.828,0.7,8.0,2.0
0.138,0.17934783613338642,51.843076177582816,2.1300519080604627e-05,3.297010071940643e-05,1.1669581638801805e-05,3.808560306499319,0.665,0.828,0.7,8.0,2.0
0.139,0.1807497277227129,51.93968746827091,2.1119940234190468e-05,3.2687329214672674e-05,1.1567388980482206e-05,3.8142368410235683,0.665,0.828,0.7,8.0,2.0
0.14,0.1821532484717194,52.036467636779285,2.0940186973109307e-05,3.240589003734898e-05,1.1465703064239676e-05,3.819938671892755,0.665,0.828,0.7,8.0,2.0
0.14100000000000001,0.18355840217135475,52.13341714279945,2.076125935535317e-05,3.2125782920641283e-05,1.1364523565288114e-05,3.825665997941975,0.665,0.828,0.7,8.0,2.0
0.14200000000000002,0.18496519262581496,52.23053644776682,2.05831574315147e-05,3.184700758607055e-05,1.1263850154555848e-05,3.831419020271664,0.665,0.828,0.7,8.0,2.0
0.14300000000000002,0.18637362365260543,52.32782601486873,2.0405881244725086e-05,3.156956374338191e-05,1.1163682498656821e-05,3.837197942281424,0.665,0.828,0.7,8.0,2.0
0.14400000000000002,0.18778369908260265,52.42528630905268,2.0229430830590745e-05,3.129345109045188e-05,1.1064020259861132e-05,3.8430029697045485,0.665,0.828,0.7,8.0,2.0
0.145,0.18919542276011697,52.522917797036186,2.005380621712701e-05,3.101866931319113e-05,1.0964863096064117e-05,3.8488343106432024,0.665,0.828,0.7,8.0,2.0
0.146,0.1906087985429556,52.62072094731472,1.9879007424694503e-05,3.074521808545131e-05,1.0866210660756804e-05,3.8546921756042267,0.665,0.828,0.7,8.0,2.0
0.147,0.19202383030248546,52.71869623017023,1.970503446593457e-05,3.047309706893067e-05,1.07680626029961e-05,3.8605767775355644,0.665,0.828,0.7,8.0,2.0
0.148,0.1934405219236973,52.81684411768015,1.953188734570296e-05,3.0202305913076896e-05,1.0670418567373935e-05,3.866488331863446,0.665,0.828,0.7,8.0,2.0
0.149,0.19485887730526924,52.915165083726855,1.9359566061002338e-05,2.9932844254988236e-05,1.0573278193985899e-05,3.872427056530305,0.665,0.828,0.7,8.0,2.0
0.15,0.19627890035963158,53.01365960400567,1.91880706009173e-05,2.966471171931864e-05,1.0476641118401338e-05,3.8783931720332734,0.665,0.828,0.7,8.0,2.0
0.151,0.19770059501303114,53.11232815603396,1.9017400946546635e-05,2.939790791817857e-05,1.0380506971631934e-05,3.8843869014635226,0.665,0.828,0.7,8.0,2.0
0.152,0.19912396520559664,53.21117121916028,1.8847557070935304e-05,2.913243245103561e-05,1.0284875380100304e-05,3.89040847054631,0.665,0.828,0.7,8.0,2.0
0.153,0.20054901489140423,53.31018927457441,1.867853893900411e-05,2.886828490461135e-05,1.0189745965607238e-05,3.896458107681907,0.665,0.828,0.7,8.0,2.0
0.154,0.20197574803854326,53.409382805314905,1.8510346507483795e-05,2.8605464852785416e-05,1.0095118345301621e-05,3.9025360439870753,0.665,0.828,0.7,8.0,2.0
0.155,0.20340416862918267,53.508752296278374,1.834297972484526e-05,2.8343971856493505e-05,1.0000992131648245e-05,3.908642513337482,0.665,0.828,0.7,8.0,2.0
0.156,0.20483428065963766,53.60829823423078,1.8176438531225747e-05,2.8083805463619097e-05,9.90736693239335e-06,3.9147777524111045,0.665,0.828,0.7,8.0,2.0
0.157,0.20626608814043676,53.70802110781334,1.8010722858364524e-05,2.782496520890011e-05,9.814242350535586e-06,3.9209420007320386,0.665,0.828,0.7,8.0,2.0
0.158,0.20769959509638936,53.80792140755553,1.7845832629524883e-05,2.7567450613814426e-05,9.721617984289542e-06,3.927135500715712,0.665,0.828,0.7,8.0,2.0
0.159,0.20913480556665343,53.90799962588113,1.7681767759428748e-05,2.7311261186484966e-05,9.629493427056218e-06,3.933358497714422,0.665,0.828,0.7,8.0,2.0
0.16,0.2105717236048041,54.00825625712036,1.7518528154179463e-05,2.7056396421566465e-05,9.537868267387002e-06,3.939611240064272,0.665,0.828,0.7,8.0,2.0
0.161,0.21201035327890208,54.108691797517956,1.73561137111914e-05,2.6802855800143084e-05,9.446742088951684e-06,3.9458939791326832,0.665,0.828,0.7,8.0,2.0
0.162,0.21345069867156288,54.209306745243055,1.7194524319116263e-05,2.6550638789620783e-05,9.35611447050452e-06,3.9522069693669786,0.665,0.828,0.7,8.0,2.0
0.163,0.21489276388002632,54.31010160039871,1.7033759857769053e-05,2.6299744843619346e-05,9.265984985850292e-06,3.9585504683439243,0.665,0.828,0.7,8.0,2.0
